File_Name,Tempo,Label,Chroma_STFT_Mean,Chroma_STFT_Var,RMS_Mean,RMS_Var,Spectral_Centroid_Mean,Spectral_Centroid_Var,Spectral_Bandwidth_Mean,Spectral_Bandwidth_Var,Spectral_Rolloff_Mean,Spectral_Rolloff_Var,Zero_Crossing_Rate_Mean,Zero_Crossing_Rate_Var,Harmony_Mean,Harmony_Var,Perceptr_Mean,Perceptr_Var,MFCC1_Mean,MFCC1_Var,MFCC2_Mean,MFCC2_Var,MFCC3_Mean,MFCC3_Var,MFCC4_Mean,MFCC4_Var,MFCC5_Mean,MFCC5_Var,MFCC6_Mean,MFCC6_Var,MFCC7_Mean,MFCC7_Var,MFCC8_Mean,MFCC8_Var,MFCC9_Mean,MFCC9_Var,MFCC10_Mean,MFCC10_Var,MFCC11_Mean,MFCC11_Var,MFCC12_Mean,MFCC12_Var,MFCC13_Mean,MFCC13_Var,MFCC14_Mean,MFCC14_Var,MFCC15_Mean,MFCC15_Var,MFCC16_Mean,MFCC16_Var,MFCC17_Mean,MFCC17_Var,MFCC18_Mean,MFCC18_Var,MFCC19_Mean,MFCC19_Var,MFCC20_Mean,MFCC20_Var
blues.00010,161.4990234,blues,0.30399328,0.09470294,0.14286506,0.009200277,1409.955256,205666.8387,1512.310265,145008.8051,2765.900805,1427843.942,0.062958826,0.000441534,-0.000111032,0.021768108,8.67E-05,0.003975489,-173.7925,8144.1177,137.1867,1083.6904,-23.724047,1028.6711,26.97843,495.54825,-16.657692,289.8266,4.1808796,160.65874,-12.559928,150.32724,5.8321824,82.51726,-2.874318,108.60828,-1.1974204,65.782196,-1.9548342,55.650684,1.8015001,57.919132,-2.9896472,93.91384,-1.8666563,40.12172,-0.7927427,49.72379,-3.0159667,63.069187,-0.4400536,57.073315,-1.9945511,55.658478,-0.7484701,47.180492,-4.991314,46.59056
blues.00011,161.4990234,blues,0.36715207,0.102328755,0.06574069,0.00249991,1352.659665,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.043930585,0.001895712,8.72E-06,0.005011768,-1.42E-05,0.000633674,-287.92374,5931.473,124.01875,996.15015,5.4698925,302.20886,33.65741,344.62018,1.0954974,441.34973,14.705335,235.38228,-4.8770084,149.72423,8.670525,189.38527,0.7854052,148.72997,6.579527,114.262566,-4.874974,93.77969,-3.1782238,84.17618,-5.5361576,65.99601,-6.7844357,60.725403,-2.6481562,55.425777,-2.9945593,54.57681,-3.3868182,39.840645,-1.8526473,46.749706,1.8399631,37.066483,-4.8908033,28.149181
blues.00012,184.5703125,blues,0.26939112,0.09390165,0.119046055,0.004052797,1360.641197,257065.39,1567.565225,45236.51136,2738.638738,952898.8674,0.069095007,0.002380562,-2.90E-06,0.012530157,-5.91E-05,0.002633025,-207.22331,4575.4824,132.83055,666.28986,-15.4288435,934.8248,60.970932,331.48035,0.72987217,313.28357,12.437647,101.28254,1.1827995,108.57787,-1.5466232,111.48052,-17.879435,96.592636,8.352729,95.0618,-2.4581609,139.6365,-0.6033848,92.78259,0.38596085,86.47475,2.5995464,53.72136,-5.179267,45.844814,-9.523479,69.269066,-9.242835,63.717426,-2.8550277,68.79476,-1.4271619,112.219086,-5.931978,91.43898
blues.00013,107.6660156,blues,0.2647128,0.09117574,0.11316983,0.004188918,1324.293218,171474.9931,1828.039254,78278.56676,2710.2692,1074400.279,0.051401703,0.001255388,-1.60E-05,0.012680719,-6.10E-05,0.001604579,-209.82616,1969.7924,124.46322,541.6416,10.342454,662.9674,47.010914,148.64801,6.5081253,102.07473,15.410518,146.4034,-2.0051074,69.79352,6.706566,76.44962,-21.557632,96.331665,10.718407,95.94819,-5.5236883,90.61989,-2.1998053,59.181625,-3.0348644,52.441475,8.644537,71.7405,-0.30372086,68.46069,-0.6379486,88.57669,-2.9384267,97.4062,-1.7045164,104.26873,-1.768189,88.868355,-7.762181,113.92416
blues.00014,151.9990809,blues,0.32903633,0.108111456,0.06705453,0.00271697,1171.848227,147278.5459,1705.519299,96584.44337,2344.246382,877596.5562,0.045036676,0.001559971,-0.000118958,0.00471706,-0.000197333,0.001199741,-305.65472,8194.195,113.08634,683.2162,12.114428,1462.4244,45.03371,224.94577,17.762825,250.13397,14.573329,154.89476,4.1594296,157.22366,0.21354468,167.2481,-7.0269947,97.6479,13.641991,76.8168,8.929174,89.87432,1.3030064,62.808445,5.9612513,64.339775,8.549223,76.025536,1.1246064,137.07758,0.60269326,67.75411,0.054862957,96.66858,-3.722265,65.74513,-0.99496955,89.35258,-1.8002892,113.52055
blues.00015,99.38401442,blues,0.26969042,0.09498938,0.08062402,0.002828972,1420.365165,199958.9785,1731.164281,81354.26151,2929.964495,700098.974,0.063701255,0.00194099,-1.26E-05,0.004724677,-8.70E-05,0.002335563,-238.51553,4378.724,120.110176,728.7023,-4.2293587,978.7587,42.2907,383.41748,5.928563,298.76227,13.917268,117.415764,5.3578677,119.506,1.8955573,143.87636,-16.936678,89.84028,12.350621,76.24281,3.94598,81.62144,-1.3935847,60.97875,0.019285245,60.573135,3.5883965,89.43311,-4.5009103,101.889694,-5.540558,77.41077,-6.8874693,93.530945,-4.8232512,65.716705,1.7473668,78.390366,-1.8821969,131.13826
blues.00016,198.7680288,blues,0.30418554,0.09849298,0.08147175,0.002641043,1454.963941,152317.1235,1825.79796,116774.7357,3009.460817,1010620.015,0.061344061,0.001418798,-2.35E-05,0.004507206,-0.000109743,0.00241515,-233.7591,4963.079,120.67514,562.09106,-3.1748059,1207.6262,39.518482,396.66943,3.8183367,285.4164,18.837143,156.15883,-3.6778173,100.501884,4.4331384,111.43026,-14.965527,101.54398,17.578217,102.210724,1.841872,108.620384,2.549422,66.49481,-1.2331676,65.03624,8.439486,64.93506,-0.20189792,59.209625,-3.8945017,77.96649,-4.45685,82.935326,0.009554126,85.94294,1.2930309,83.56749,-2.0980818,100.8741
blues.00017,172.265625,blues,0.302124,0.09334569,0.09330608,0.002150767,1088.84423,231640.7778,1410.984259,69795.44291,2134.992942,1081720.085,0.048326249,0.000845165,-1.19E-05,0.006776456,-7.67E-05,0.001522402,-245.69937,5194.902,140.49109,800.31006,-2.7897542,796.6677,60.431435,360.12692,18.919052,235.67343,9.829609,99.66451,3.559146,118.57577,0.5153716,93.45031,-16.387682,129.27368,6.627509,105.24873,7.2592144,96.80113,-4.014427,71.38733,1.602121,72.9658,5.8950095,78.66835,-3.0214696,55.99705,-4.773669,58.39382,-3.0309892,65.70928,-1.9940878,65.00969,-0.046753615,62.942818,-3.9712284,64.71929
blues.00018,83.35433468,blues,0.2699323,0.09765775,0.07970637,0.002956254,1537.587699,193102.06,2054.529511,145776.7414,3495.515006,1827899.522,0.05614177,0.001722205,-4.58E-05,0.006933582,-0.000198296,0.001052873,-252.49301,2874.3137,104.93711,603.67615,15.332313,662.78564,42.66697,163.33046,6.783058,93.031334,21.605682,117.29708,-1.297841,73.32649,5.675408,100.60262,-16.632635,125.6936,12.173101,123.527115,-1.9472849,52.001038,1.9508444,64.87307,-0.8903191,48.805714,7.7705235,71.563576,2.380243,101.9571,1.7754054,93.13485,1.3253622,132.1228,3.6095116,182.3673,4.907691,151.66177,-2.6554596,96.436646
blues.00019,123.046875,blues,0.2573248,0.0959633,0.09765975,0.002575091,1195.470376,249522.9412,1481.31888,46970.5432,2235.264725,1208028.724,0.058886039,0.001798326,-2.59E-05,0.006598068,-0.000166766,0.002578083,-236.65675,5578.5137,138.40926,536.37305,-4.9129105,1166.8633,47.629177,312.34644,5.184201,467.41696,8.876615,91.732956,0.5138149,97.688934,-3.804674,159.38942,-14.988871,77.45317,10.4170685,104.73163,-0.33363795,134.61607,0.77598476,80.59162,1.7773185,77.994865,4.2329874,73.67293,-0.46784157,63.295418,-6.1052146,80.70592,-5.390519,95.49255,-1.3412131,92.58078,-3.723019,72.48703,-4.3647776,66.89279
blues.00020,135.9991776,blues,0.3026116,0.09432913,0.07547449,0.002498623,1390.301558,102976.4843,1911.31458,88916.80173,3006.171716,945949.5196,0.052586342,0.000616229,-5.77E-06,0.004551549,-8.91E-05,0.001486271,-230.35765,2988.245,127.07833,397.4442,7.1234465,601.991,39.7749,175.59006,1.9210494,117.34489,17.41178,100.19036,-5.619415,79.66809,8.249394,69.28322,-18.116888,60.202236,13.835064,72.88884,-3.769932,71.59858,2.5720189,74.637665,-4.3183455,62.68773,6.8063755,61.942165,-6.1671023,60.681625,-6.1987495,50.11454,-4.5001836,52.987198,-1.8223381,73.48465,-0.5171001,94.66691,1.5099174,73.78723
blues.00021,99.38401442,blues,0.32110038,0.10329229,0.10113208,0.003228397,1046.550011,291480.2784,1481.058089,70086.82817,1830.330592,1349215.136,0.047907452,0.002331309,-6.30E-06,0.008323918,-7.88E-05,0.002210791,-264.72256,6342.3843,138.86844,1001.5816,11.194063,1285.5013,48.50426,371.82602,14.930757,248.82497,20.580284,130.03459,3.2070086,119.9564,1.2489558,104.48497,-15.846457,95.33415,15.978459,85.21381,3.369133,79.07027,-1.5108064,72.017555,1.9059253,70.17162,6.32838,68.47446,-0.9933917,82.16234,-2.4194524,89.54292,-3.6802151,93.90776,0.49150068,119.286835,5.041454,117.80479,-0.7768498,148.47397
blues.00022,95.703125,blues,0.3065368,0.097999975,0.11342585,0.003685633,1155.781221,314209.2922,1497.964259,59015.18836,2169.033056,1332253.574,0.058569959,0.002867969,-5.74E-06,0.009843897,-5.36E-05,0.003194851,-233.95625,6508.546,136.1457,959.8068,3.324411,1163.3109,48.92853,384.25742,8.715444,304.41177,13.966022,166.2253,5.3665967,105.6846,0.39953962,127.88022,-13.469852,151.46454,16.877718,82.47953,5.1480913,114.52392,-2.249821,77.49279,3.9479077,66.11288,5.3164883,83.24189,0.810559,101.0047,-1.107081,80.26474,-4.55648,78.79222,-2.4307845,100.342545,3.3248355,119.322556,-0.6024474,143.32777
blues.00023,184.5703125,blues,0.28082266,0.09115665,0.102035165,0.003565879,1209.987863,131778.3726,1497.691564,51624.60782,2521.741261,610094.0415,0.05246701,0.001087785,-2.36E-05,0.008690364,-0.000115363,0.00211057,-227.22534,4149.078,137.78807,507.42242,-14.499568,1245.026,63.56093,211.4546,5.617668,153.07576,11.958149,95.86118,1.9079686,100.84711,-1.8893869,87.952545,-7.6042166,97.24584,-2.4732885,98.32053,-2.8910103,104.11446,-9.433393,87.89507,-10.929217,116.04698,3.5694757,69.01757,4.149801,77.31848,0.08880908,45.263855,-2.9859648,66.98235,-1.3861687,82.63555,7.541378,93.39369,-3.035723,74.014465
blues.00024,103.359375,blues,0.26311222,0.09999285,0.08694727,0.00251056,1120.019467,176458.3835,1447.889899,53783.80604,2323.820648,1140579.404,0.047276048,0.001078994,-6.32E-06,0.006556988,-9.88E-05,0.001711179,-274.3658,5918.5347,130.41125,500.31244,-6.351286,1343.7721,70.40299,311.13885,13.269728,230.35889,9.473776,155.54794,7.7353296,121.562065,-1.2349664,150.26642,-0.57238996,94.13539,-2.3033547,68.8745,3.773516,76.87063,0.075612456,73.609436,-0.93897164,126.63775,2.2962255,63.161972,4.2941175,69.61574,-1.6612144,47.8708,-10.4394245,49.083866,-6.793103,39.416935,-1.0657778,44.219112,-1.5838869,83.63672
blues.00025,92.28515625,blues,0.29095975,0.0910757,0.08921522,0.003113222,1109.352784,138699.6882,1463.217702,37692.26706,2243.341758,838237.5909,0.051697391,0.001339266,-8.26E-06,0.006751272,-2.33E-06,0.001711493,-249.28456,3980.261,131.00468,338.3416,0.6714352,1579.1261,66.70394,298.37003,17.914803,183.41812,4.6216865,173.21458,6.6131053,96.463455,1.2425213,98.25904,1.4125673,75.658745,-1.5898086,91.90691,-0.9819215,101.57367,-3.5757904,85.14087,-2.9269555,86.282974,4.600675,62.42063,7.480606,91.65934,-0.1875319,100.648964,-2.823469,87.40758,-2.6753805,77.59824,0.7406137,76.06105,-0.53098303,67.63003
blues.00026,83.35433468,blues,0.27837843,0.09501467,0.07711019,0.005945713,1198.459085,161879.864,1573.500275,84832.42179,2477.275946,994270.4002,0.051972686,0.001486869,-3.20E-05,0.008413441,-6.37E-05,0.001918068,-284.8484,6201.4165,108.74955,676.8225,9.129683,1447.7322,51.251316,294.61505,18.123716,210.46512,7.6327777,181.73894,8.775374,121.51289,2.3653817,103.18893,0.019260958,93.41173,2.2369275,106.55639,4.190629,84.3826,-3.304581,97.56176,1.6140482,68.65952,2.6918643,74.71232,3.3761284,93.72639,3.292786,116.546936,-4.524483,138.13705,0.49672052,105.84722,5.921975,140.87149,3.2145398,170.07881
blues.00027,92.28515625,blues,0.28870735,0.094127804,0.09581015,0.002195352,1391.841952,200234.0307,1494.954575,43476.23438,2811.698414,541206.879,0.072414413,0.002545687,-1.52E-05,0.00774115,-8.76E-05,0.001523694,-228.1671,2816.117,130.33966,688.79376,-23.310709,927.4036,70.20022,397.60617,1.1293262,181.88542,7.589114,153.77054,0.90339583,100.217636,1.9944433,88.25129,-6.1588445,61.873272,-9.380717,86.13019,-2.5635748,107.85979,-4.5218477,58.946793,-0.2699864,67.747826,0.17045113,57.074142,-1.5287304,79.63384,1.467687,80.53346,-6.9808435,65.04221,-8.324486,91.81678,4.2408886,119.63905,0.9917374,132.02054
blues.00028,103.359375,blues,0.27615547,0.09887333,0.099666774,0.004145586,1115.728202,105720.7979,1399.096825,52928.587,2290.646525,637938.2804,0.048019987,0.000816598,-8.88E-07,0.008189265,-3.02E-05,0.00261706,-248.96225,4966.483,139.03177,398.82312,-16.240025,1162.8214,57.116196,330.33997,20.192362,158.13744,10.160373,133.12782,4.5760756,124.906204,0.33792436,118.206276,-7.862825,69.81451,-3.470246,68.55309,-2.648825,79.34393,-2.8426704,66.66246,-0.8947748,95.32531,-2.4133797,55.16248,2.5705974,62.179897,-5.871001,46.673656,-12.412888,56.075768,-7.302002,37.48431,-0.9235853,48.440815,-2.6985795,86.766945
blues.00029,129.1992188,blues,0.28035653,0.10562121,0.12473648,0.004812354,1648.835169,712342.5938,2189.985865,185296.9214,3759.892114,4161772.395,0.05289487,0.003247441,-4.68E-06,0.016765734,5.64E-07,0.001319035,-233.7151,3684.3936,101.19902,885.5329,17.6509,375.35132,23.740637,219.3378,2.0798852,227.54445,25.938902,135.66685,-16.969044,338.92712,15.079569,113.66489,-22.277378,98.26749,4.3853855,122.71053,-23.19758,167.47273,-6.0366454,81.79371,-5.0570984,80.93866,1.0690374,99.926735,-5.7785144,88.89911,-8.310135,84.20838,-11.384392,98.33401,-6.7234993,96.627716,-10.013582,74.16297,-14.02613,77.93146
blues.00030,151.9990809,blues,0.26319388,0.09437291,0.17006207,0.003187954,1379.189382,550980.4018,2004.210663,269867.2347,3016.513649,4575644.37,0.039366118,0.00094557,2.56E-06,0.027215544,5.41E-06,0.001536021,-206.93811,2028.0375,117.79184,763.623,23.264992,281.4788,28.300047,261.2689,-1.1022832,195.84521,18.867184,160.95805,-21.971611,212.37955,17.848024,137.24724,-25.590239,200.21196,2.1351042,103.09597,-17.777296,73.1921,-8.0105915,60.41632,-17.620142,72.72475,-8.120075,86.02361,-8.628885,115.7079,-15.540495,85.73158,-15.332041,78.00606,-9.656509,97.27881,-10.089768,55.413868,-17.82688,91.00837
blues.00031,151.9990809,blues,0.2535532,0.09925141,0.15151764,0.003189892,1330.715617,352281.5433,1973.410538,234462.8056,2898.788813,3710386.844,0.042947225,0.001096176,-1.35E-06,0.023249941,2.48E-06,0.000849604,-221.84349,2512.237,110.852425,586.2338,18.63755,190.40271,30.92843,180.59541,3.2962282,221.2483,22.589956,100.58401,-20.406555,318.59976,12.122969,114.50913,-26.330458,109.098885,-4.354131,102.091064,-26.383854,129.06299,-13.032196,107.72878,-12.655037,146.30841,-1.8158433,95.09809,-7.2590013,110.83112,-6.6609855,108.910446,-14.688092,103.17322,-11.713449,115.84201,-11.024652,118.47338,-13.389859,98.52964
blues.00032,143.5546875,blues,0.2762448,0.09736711,0.101321355,0.003950803,1309.382408,756062.6123,1883.042903,284143.6637,2763.186256,4687546.709,0.039388398,0.003158096,2.19E-06,0.012840683,-1.45E-06,0.000446515,-288.7151,5322.6924,105.926346,830.84125,18.81995,434.69104,23.674461,342.63058,5.700168,380.94308,25.559086,163.94846,-13.450494,228.05196,12.429512,125.701866,-11.961186,196.88225,1.5895078,132.37468,-15.62307,126.55832,-6.638756,82.041214,-11.685788,102.97861,-2.935766,105.32903,-7.378426,82.16204,-15.693846,54.529976,-10.9572935,61.38427,-10.879779,45.18469,-18.501955,55.886143,-19.117844,75.344734
blues.00033,151.9990809,blues,0.2606353,0.09478375,0.1332135,0.002252235,1430.492433,700841.7802,2075.501263,275222.7549,3245.468387,5568942.084,0.041973683,0.001439137,5.59E-06,0.016945537,-3.11E-06,0.000993361,-238.9512,3222.4927,108.70544,822.8815,34.145847,278.9091,30.21115,303.0841,-0.5025822,237.99869,27.292957,140.46043,-21.399483,286.06348,14.171863,139.58704,-24.51231,117.43615,-1.8842657,179.39192,-28.0575,127.14839,-11.255747,87.61349,-16.464361,90.645035,-7.640693,78.98661,-12.784872,63.466328,-15.3524685,81.954155,-13.7459,141.0293,-7.4084854,68.91939,-10.078316,70.51577,-13.2909355,87.80724
blues.00034,184.5703125,blues,0.2623638,0.09914526,0.1359354,0.003222695,1537.098021,341078.3332,2157.363049,161000.5101,3602.42328,3714412.481,0.045702445,0.000691172,-2.49E-06,0.016842345,5.18E-07,0.001753095,-217.15489,3600.0803,105.78446,534.0553,15.606509,358.31442,25.259819,219.29329,-1.4457654,215.90067,30.199512,117.530235,-17.717384,223.64558,17.318798,126.501114,-27.218798,112.20577,4.3366585,177.28941,-20.061998,115.22338,-10.700786,70.81554,-14.232641,104.97733,-5.156592,82.99124,-3.4814634,101.28396,-6.1893525,66.57686,-15.322095,116.0625,-6.8323135,93.63056,-9.825188,90.79191,-13.940664,92.83546
blues.00035,129.1992188,blues,0.28838482,0.096550524,0.17337872,0.003346121,1506.872876,414007.0987,2096.692973,246870.0935,3404.186247,4183767.96,0.045419975,0.000573981,9.68E-07,0.026465833,7.28E-06,0.002103986,-171.77327,1943.1141,120.29358,693.281,15.340433,269.1688,21.107595,146.69258,-5.385008,175.82733,24.195364,119.11397,-24.137547,145.48538,18.544752,100.469986,-22.348501,139.38457,1.3194951,116.16885,-20.763226,68.07738,-4.981888,81.39246,-17.108088,86.43946,-7.879306,63.27621,-15.300168,43.73119,-9.34368,49.50435,-8.911592,43.13097,-8.512012,57.295654,-14.329959,57.289043,-19.929636,48.639072
blues.00036,151.9990809,blues,0.23339812,0.09494236,0.19774683,0.004709624,1247.35503,263810.9715,1908.092152,194302.5503,2620.189467,3027437.919,0.036907341,0.000348537,2.64E-06,0.036642946,1.57E-06,0.002290204,-200.1993,2875.6914,116.36308,485.3923,18.04737,200.81897,25.263575,291.31863,0.31005445,180.08432,24.177252,100.05741,-22.223515,309.0711,11.183534,94.99922,-26.846264,97.30477,-7.6373806,110.62289,-24.856096,124.10424,-12.012268,98.69858,-17.015976,78.02452,-8.11307,84.524956,-11.953768,79.73651,-12.621813,95.58065,-14.193202,94.16704,-8.207759,89.565956,-15.015006,65.709854,-10.3068495,94.53889
blues.00037,123.046875,blues,0.24863409,0.09798498,0.06918844,0.002232938,1188.308142,369484.3724,1682.835308,200192.7401,2339.291913,2993313.393,0.048163866,0.001272015,5.22E-06,0.005156494,-1.88E-06,0.000791631,-328.5607,7468.8345,102.728516,633.1007,19.836584,704.3123,26.706013,170.93335,7.145409,253.10547,22.727982,248.41122,-6.951727,209.02156,12.816983,155.06883,-10.727913,158.39676,-0.42469412,83.398964,-12.378796,110.28502,-8.898336,111.21406,-9.208457,127.269615,-9.089533,133.70993,-8.994874,188.57246,-7.6578836,194.22377,-7.2112923,158.51984,-9.397146,177.17844,-4.4756694,142.49219,-3.6794353,175.96487
